pkoakwood,firstname
10056,Minnie
10057,Hellen
10058,Burt
10059,Myrtle
10060,Laura
10061,Mrs. S.W.
10062,Mrs.
10063,Ollie
10064,Alb.
10065,Jennie
10066,J.W.
10067,Rozella
10068,Camp
10069,Frantz
10070,G.N.
10071,H.B.
10072,Vivian
10073,J.A.
10074,J.M.
10075,Lillian H.
10076,Mrs. C.B.
10077,Infant
10078,Infant of Frank
10079,Matilda
10080,Jeannette
10081,Adolph
10082,Mary M.
10083,Fanny
10084,Edwin
10085,Infant of Mrs.
10086,E.
10087,S.
10088,Johana E.
10089,Mrs. M.A.
10090,Rudolph
10091,Infant of F.G.
10092,Annie
10093,Ella
10094,Gerturde
10095,Hillma
10096,J.W.
10097,James G.
10098,Melba
10099,Pedro
10100,Mary B.
10101,Mrs. Maggie
10102,Baby
10103,Hilda
10104,Rev. Aug.
10105,Miss Ella
10106,Mrs. Carl
10107,Brice
10108,Edwin
10109,John
10110,Mrs. Annie
10111,Joe
10112,A. Jeff
10113,Pableta
10114,Wm.
10115,J.R.
10116,Geo. W.
10117,Rol. H.
10118,Roberta L.
10119,Thomas
10120,William
10121,Mexican
10122,S.E.
10123,T.S.
10124,Infant
10125,Miss G.
10126,John W.
10127,H.
10128,Piedad
10129,James E.
10130,Miss Anna
10131,J.R.
10132,N.T.
10133,Era May
10134,Fred
10135,Earnest
10136,W.B.
10137,Chas. S.
10138,Petter
10139,Elizabeth
10140,Rosa
10141,Baby
10142,C.C.
10143,Mrs. M.A.
10144,T.H.
10145,L.E.
10146,J.B.
10147,L.A.
10148,Mrs. A.E.
10149,Minnie
10150,Pedro
10151,Chester
10152,John
10153,Raymond
10154,Bartilitis
10155,M.P.
10156,Emma
10157,Mrs. M.E.
10158,Judge H.
10159,Mable
10160,Miss Emma
10161,Monana
10162,J.W.
10163,Josephine
10164,Fritz
10165,Infant
10166,W.D.
10167,Mrs. Nancy
10168,Mrs. O.K.
10169,Gen. H.E.
10170,Page
10171,George
10172,J.W.
10173,Benard
10174,Sava
10175,Baby
10176,Mrs. Julia
10177,Mrs.
10178,Ruby Lee
10179,Maria
10180,R.W.
10181,Ed. H.
10182,Mrs. Ellen
10183,F.A.
10184,Sarah
10185,Joseph
10186,Mrs. John
10187,Mary J.
10188,Eugenia
10189,Cesra (?)
10190,Julius
10191,Rosa
10192,Mrs. T.A.
10193,Mrs. E.P.
10194,E.J.
10195,Dr. E.V.
10196,Russel
10197,Lucy B.
10198,Augusta
10199,Susan
10200,Antonia
10201,Mrs. K.S.
10202,Botha
10203,Booker M.
10204,Geo. D.
10205,Mrs. Sophia A.
10206,Infant of B.F.
10207,Mary
10208,M.M. Jr.
10209,Christian
10210,J.J.
10211,James S.
10212,Miss C.
10213,Mrs. F.S.
10214,M.
10215,Miss Z.J.
10216,G.A.
10217,Bob A.
10218,Rob
10219,Mrs. H.
10220,Cynthia
10221,Jose
10222,Caroline
10223,Bula M.
10224,Viola May
10225,Ansitto
10226,R.W.
10227,Infant of H.A.
10228,Sylvalia
10229,Josie
10230,Mary A.
10231,Archie
10232,Infant
10233,John
10234,W.T.
10235,E.
10236,Elmo
10237,Rufus
10238,Mrs. J.M.
10239,Geo. W.
10240,Tho. T.
10241,Infant
10242,H.C.
10243,J.M.
10244,J.H.
10245,Infant
10246,Clara
10247,Barilo
10248,Mrs. Petro
10249,W.
10250,Aug.
10251,R.R.
10252,Guy E.
10253,J.L.
10254,Matthew
10255,Ethel
10256,A.W.
10257,Virgina
10258,Ervin
10259,Mary A.
10260,Ed
10261,J.P.
10262,Geo. W.
10263,F.S.
10264,Mary
10265,F.P.
10266,Rutherford
10267,Otto
10268,Will
10269,Mrs.
10270,Adolf
10271,F.
10272,Alton
10273,Mrs. Hulda
10274,Marchall
10275,J.M.
10276,Lena M.
10277,Ida
10278,Virgina
10279,Joe
10280,W.H.
10281,Mack
10282,Henry
10283,Infant
10284,Rafaila
10285,Domingo
10286,Mild.
10287,W.F.
10288,R.J.
10289,W. Gill
10290,Lucy B.
10291,Mrs. Minnie
10292,Baby
10293,Mary
10294,James
10295,Aleck
10296,T.E.
10297,Mrs. Gracie
10298,W.
10299,Mrs. C.C.
10300,Camillo
10301,Balinger (Infant)
10302,J.W.
10303,Mrs. B.
10304,John (Infant)
10305,Dr. T.D.
10306,Matt
10307,Catherine
10308,Annie
10309,John D.
10310,Walter
10311,G.H.
10312,Mrs. H.E.
10313,E.A.
10314,Myrtle
10315,Ed
10316,Dora
10317,Infant
10318,Mrs. E. A.
10319,L.
10320,W.T.
10321,S.W.
10322,Richard E.
10323,Nellie
10324,Willie
10325,Ben
10326,John
10327,Antonio
10328,W.W.
10329,Mrs. F.L.
10330,Rev. Bluford
10331,Infant
10332,Appro Phina
10333,Jose Pando (Paulo)?
10334,J.P.
10335,L.M.
10336,Hazel
10337,W.A.
10338,Mrs. F. G.
10339,Dan
10340,Mrs. Mary
10341,Mrs. Ethel
10342,Charles l
10343,Mrs. A.
10344,H.L.
10345,Mrs. Kate
10346,J.C.
10347,Mrs. M.C.
10348,Clemencia
10349,Infant
10350,J.J.
10351,Mrs. Aug.
10352,Maggie
10353,Mrs. B.
10354,Ira C.
10355,Infant
10356,Chas.
10357,Will
10358,Felix
10359,S.A.
10360,Mrs. M.
10361,Geo. Jr.
10362,Adolph
10363,Elisha
10364,Mrs. B.J.
10365,J.J.
10366,Infant
10367,Geo.
10368,Geo. M.
10369,Ruby
10370,Christina
10371,O.G.
10372,Mrs. M.J.
10373,Will (Infant)
10374,Tho.
10375,Dr. A.H.
10376,D. Will
10377,Dr. L.P.
10378,R.C.
10379,Wm.
10380,H.W.
10381,John
10382,Lucino
10383,Geo.
10384,Margrett
10385,J.H.
10386,Joe
10387,Mrs. M.J.
10388,C.C.
10389,S.S.
10390,Infant
10391,J.M.
10392,Kate
10393,Frances
10394,P.H.
10395,D.W.E.
10396,Harris
10397,John
10398,W.J.
10399,R.L.
10400,T.W.
10401,J.J.
10402,C.M.
10403,John
10404,Mrs. J.H.
10405,Margrett
10406,T.B.
10407,Mrs. Nancy
10408,J.A.
10409,Miss Wilhelmina
10410,T.J.
10411,Mrs. M.
10412,Otis (Infant)
10413,C.W.
10414,Mrs. Joseph
10415,Baby
10416,Jim
10417,Louise
10418,Harriett
10419,Mrs. Mollie
10420,Mrs. J.L.M.
10421,Baby
10422,James H.
10423,J.D.
10424,Mrs. Mady P.
10425,Tom
10426,Cha. W.
10427,P.F.
10428,Jeff
10429,Thos.
10430,Blank
10431,Amile
10432,Geo. A.
10433,Geo. J.
10434,Mrs.  J.A.
10435,Radio
10436,Emery
10437,Annie
10438,O. E.
10439,Miss L.
10440,Blank
10441,Child of Mrs.
10442,A.
10443,G.J.
10444,Lezzia
10445,Infant
10446,Mrs. Sarah
10447,W.M.
10448,Geraldine
10449,Mrs. N.A.
10450,Jane
10451,Gregoria
10452,John
10453,Maria
10454,Geo.
10455,Leon
10456,C.A.
10457,Luisa
10458,Delsinia
10459,J.S.
10460,Rev H.
10461,Louis
10462,W.D.
10463,Mrs.
10464,Minerva
10465,W.S.
10466,Ben H.
10467,Mrs. A
10468,Lillie
10469,W.M.
10470,Baby
10471,Baby
10472,Edgar
10473,Lee
10474,W.M.
10475,Susan E.
10476,Milton
10477,Mrs.
10478,Alf.
10479,G.C.
10480,P.A.
10481,Lala P.
10482,E.M.
10483,Hugh H.
10484,Adolph
10485,E.G.
10486,Mrs. E. J.
10487,Stephanie
10488,Susan A.
10489,W.H.
10490,W.D.
10491,M.M.
10492,Baby
10493,J.
10494,Baby
10495,C.J.
10496,Mrs.
10497,Mrs.
10498,Baby
10499,Idella
10500,Mrs. L.
10501,W.A.
10502,Fritz
10503,Mrs. Martha
10504,C.W.
10505,W.A. (Infant of)
10506,Baby
10507,W.E.
10508,Joe
10509,Gessner (Gersner?)
10510,L.
10511,Mrs. Geo.
10512,W.S.
10513,W.W.
10514,Mary
10515,Mary B.
10516,John A.
10517,R.E.
10518,Neal Watt
10519,Annie L.
10520,R.P.
10521,Henry
10522,J.A.
10523,Elnora
10524,Annie
10525,J.W.
10526,A.S.
10527,James
10528,Paul
10529,Fred
10530,Baby
10531,Mexican
10532,L.
10533,J.B.
10534,E.B.
10535,Lapsley
10536,J.C.
10537,Walter
10538,"Caroline, Mrs."
10539,Charles
10540,Fannie
10541,Louisa
10542,Harel (Harold?)
10543,Drucilla
10544,Eliza
10545,Thos. A
10546,Simon
10547,Della
10548,"Dora, Mrs."
10549,Mrs.
10550,"E., Mrs."
10551,Antonio
10552,Agnes
10553,"Paul, Mrs."
10554,J.H.
10555,Infant
10556,Jesusa
10557,Mary H. (Margarett?)
10558,E.W. (Infant of)
10559,Salmon
10560,"Mary, Mrs."
10561,J. K.
10562,"Lillie, Miss"
10563,W. M.
10564,Frank
10565,Salinia
10566,"A., Miss"
10567,Geo. E.
10568,A.W.
10569,Sam T.
10570,Amanda
10571,"C., Mrs. (Infant of)"
10572,John
10573,Mrs.
10574,Clary
10575,J.H.
10576,Trinidad
10577,W.R.
10578,Wm.
10579,Josie
10580,Perrice
10581,Lillie Bell
10582,"Annie, Mrs."
10583,Rob J.
10584,Geo.
10585,P.
10586,Roy
10587,"Aug., Mrs."
10588,Will
10589,Mary
10590,"E., Mrs."
10591,Regas....any (??)
10592,H. E.
10593,Helen
10594,Harry
10595,Baby
10596,Baby
10597,Elva
10598,Edward
10599,Annie
10600,Mary
10601,Earl C.
10602,Baby
10603,S. H.
10604,"B., Col. (Colonel?)"
10605,John H.
10606,"E., Mrs."
10607,None Given
10608,"T. M., Mrs."
10609,"Helen, Mrs."
10610,P. Mrs.
10611,Lillie
10612,Matilda
10613,George B.
10614,C.W.
10615,A.J.
10616,Ruth
10617,John
10618,"C.L., Mrs."
10619,Y.C.
10620,Lucinda
10621,Thelma
10622,"Manda, Mrs."
10623,Sam (Infant of)
10624,"Olga, Mrs."
10625,"E., Miss"
10626,"Jane, Mrs."
10627,"F., Mrs."
10628,"A., Mrs."
10629,J.P.
10630,Henry
10631,R.C.
10632,Henrietta
10633,W.B.
10634,Pedro
10635,Infant
10636,N.Y.
10637,N.L.
10638,Augusta
10639,Antonio
10640,Baby
10641,"Mary, Mrs."
10642,Baby
10643,Candelaria
10644,Luther
10645,Baby
10646,Mrs.
10647,Wm.
10648,Martin
10649,L.J. (Mrs.)
10650,J.M.
10651,Baby
10652,Henry
10653,Burdie
10654,Joe
10655,Armor
10656,Clara B.
10657,"E., Mrs."
10658,"A.B., Mrs."
10659,Geo.
10660,Baby
10661,Hugo
10662,John
10663,Grace
10664,M.E.
10665,A.A. (Mrs.)
10666,A.M.
10667,L. (Mrs.)
10668,R.E.
10669,Emily
10670,Roy
10671,Mamie
10672,L.P.
10673,E. Jane
10674,Maria
10675,M.A. (Mrs.)
10676,J.W.
10677,G.P.
10678,Joe
10679,E. (Mrs.)
10680,R.H.
10681,Geo.
10682,Feist
10683,E.H.
10684,J.C.
10685,Ida
10686,Gregoria
10687,Ethel
10688,Latica (Laticia?)
10689,Louis (Louise?)
10690,Bruno
10691,J.J.
10692,N.H.
10693,Duncan`
10694,A.
10695,Geo. B.
10696,E.E. (Mrs.)
10697,Burtha
10698,A.W.
10699,Ramon
10700,C.V.S. (Mrs.)
10701,Catherine
10702,Lillie
10703,David
10704,Mary
10705,Mary E. (Mrs.)
10706,Simon
10707,E.
10708,Edward
10709,Annie (Miss)
10710,Francis
10711,Florence
10712,John
10713,Mrs.
10714,Ernst
10715,John E.
10716,Mary B.
10717,R.H. (Infant of)
10718,Matilda
10719,M.
10720,Mr. & Mrs.
10721,Mrs.
10722,Alex
10723,Anita
10724,Mrs.
10725,Child
10726,Sarah
10727,Infant
10728,Smith (?)
10729,Kate
10730,Johanna
10731,M.M.
10732,F.J.
10733,Andrew
10734,K.J.P.
10735,J.B. (Mrs.)
10736,James F.
10737,J.F.
10738,Adolph
10739,W.J. (Mrs.)
10740,Judge
10741,Mrs.
10742,Will
10743,M.F.
10744,J.R.
10745,M.A.
10746,Charles E.
10747,Baby
10748,Lucy
10749,Claud
10750,Mary (Mrs.)
10751,Inez
10752,Herman
10753,Lon
10754,Nola N.
10755,Ike
10756,Geo.
10757,Baby
10758,A.J. (Infant of))
10759,N.H. (Mrs.)
10760,A.C.
10761,Mildrt
10762,Bettie
10763,Not Named
10764,M.A. (Mrs.)
10765,L.L. (Infant of)
10766,Ben Miles
10767,Aug.
10768,A.D.(Mrs.)
10769,Cha. M.
10770,Howard
10771,Julia M.
10772,Thomas
10773,B.C.E. (Mrs.)
10774,F.
10775,Th.
10776,Edna (Mrs.)
10777,Anna
10778,C.J.
10779,Lena
10780,J.M.
10781,Edna (Miss)
10782,A.J.
10783,Chas.
10784,Rosa
10785,Robert
10786,Rosa
10787,Ethel
10788,Morris
10789,Cha. H.
10790,Mary
10791,Annie
10792,J.B.
10793,Leon (Infant of)
10794,Mary
10795,J.D.
10796,Wm. (Jr.)
10797,Jennie (Mrs.)
10798,Infant
10799,Jonnie
10800,Henry (Mrs.)
10801,C.H.
10802,Tho. W.
10803,Mexican
10804,Paul
10805,Carl
10806,J.W.
10807,Eusavia
10808,Nelly (Mrs.)
10809,S.E. (Mrs.)
10810,Wayne
10811,John
10812,Mary V.
10813,S.V.
10814,Kate
10815,E.W.
10816,Antonio
10817,Wallace
10818,C.A. (Mrs.)
10819,Baby
10820,Baby
10821,Edgar
10822,Jennie
10823,Wesley
10824,Wm.
10825,Ysidro
10826,Baby
10827,C.
10828,Baby
10829,Geo. L
10830,S.M. (Mrs.)
10831,Baby
10832,Ann (Mrs.)
10833,J.W.
10834,C.H.
10835,Baby
10836,E.J. (Mrs.)
10837,Judge B.
10838,Cha.
10839,W.J.
10840,Baby
10841,Hallie
10842,J.A. (Mrs.)
10843,Carl F.
10844,W.G.
10845,Margaret
10846,D.
10847,W.H.
10848,W.J.
10849,Evelyn
10850,Sam A.
10851,Mrs.
10852,Lillie
10853,Clarence
10854,John
10855,Carl
10856,Irvin
10857,Annie Bell
10858,Hedwig
10859,E. (Mrs.)
10860,Harry
10861,James
10862,Herman
10863,E.W. (Capt.)
10864,Chas.
10865,H.B.
10866,Carri
10867,Baby
10868,Pedro
10869,A.
10870,John
10871,Sam
10872,Eva May
10873,Allene (Mrs.)
10874,M.P. (Mrs.)
10875,Leslie B.
10876,R.L.
10877,Rebeca (Mrs.)
10878,Geo. W
10879,Monroe
10880,Edgar M.
10881,Rita
10882,Gidding
10883,Wm.
10884,Dessie B.
10885,Daniel
10886,Elton
10887,Barbara
10888,Augusta
10889,C.M.
10890,Elizabeth
10891,Lillie
10892,C.H. (Jr.)
10893,W.W.
10894,Allford
10895,Rebeca
10896,Lillie O.
10897,Sarah E.
10898,W.M. (Mrs.)
10899,Ned
10900,Johanna .
10901,John E.
10902,M.A.
10903,Cornelia
10904,Mattie
10905,M. (Mrs.)
10906,Baby
10907,Francisco
10908,Laura K.
10909,Walter
10910,Antonia
10911,Thurlow
10912,B.F. (Mrs.)
10913,M.J.
10914,Ludwig
10915,Pauline
10916,C.A. (Infant of)
10917,C.W.
10918,Guy
10919,John
10920,Jennie (Mrs.)
10921,J.A. (Mrs.)
10922,Billie A.
10923,Edward
10924,Caroline
10925,Ethel
10926,Teresa
10927,Rachel (Mrs.)
10928,Franklin
10929,Gregoria
10930,Cresenco
10931,Ruby Mae
10932,Elizabeth
10933,Edward
10934,Mollie C.M.
10935,Emma
10936,J.W.
10937,W.H.
10938,Mary
10939,Nora
10940,Annie L.
10941,Ethel
10942,W.H. (Mrs.)
10943,Dora W. (Mrs.)
10944,Mathilda
10945,George
10946,D.W.
10947,Olive
10948,Elizabeth
10949,Minnie R.
10950,Lucie
10951,Arculano
10952,S.F. (Mrs.)
10953,Edwin
10954,H.C.
10955,Robert (Mrs.)
10956,Mrs.
10957,Herman
10958,John
10959,C.C.
10960,Ryles
10961,Elmer F.
10962,Mrs. (Infant of)
10963,Louise
10964,Aurvis
10965,John D.
10966,Mary
10967,Lucy
10968,Tommie
10969,Geo. W. (Jr.)
10970,Gertrude
10971,Reinhard
10972,Julia
10973,Aug E.
10974,Ashby S.
10975,W.A.
10976,James
10977,T.A.
10978,Ella (Mrs.)
10979,John
10980,Daniel
10981,Melicades
10982,Felipe
10983,Infant
10984,Mollie (Mrs.)
10985,M.E.
10986,Elizabeth
10987,Nellie (Miss)
10988,Aug.
10989,Mott
10990,J.W.
10991,Infant
10992,Mollie
10993,Rosaura
10994,A.
10995,Elixabeth M.
10996,Charles
10997,Elmer (Mrs.)
10998,F.M. (Mrs.)
10999,May
11000,Malcom Thomas
11001,Maria
11002,John
11003,Margarite
11004,Louisa
11005,Wm.
11006,Kate
11007,Kate
11008,Mr.
11009,Baby
11010,Frank
11011,Lee
11012,Kamila
11013,Jake
11014,Mable
11015,Infant
11016,A.E.
11017,Adams
11018,Fannie
11019,Simona
11020,R.L.
11021,J. (Mrs.)
11022,M. (Mrs.)
11023,Infant
11024,Mrs.
11025,Infant
11026,Will
11027,Mary (Infant)
11028,H.P.
11029,A.L.
11030,Dunk
11031,Lizzie
11032,L. (Mrs.)
11033,Willie Emma
11034,Ada May (Mrs.)
11035,Thomas
11036,Mary
11037,Aulla (Mrs.)
11038,Bud
11039,Alma
11040,Carl
11041,G.G.
11042,Geo.
11043,Roman
11044,G.F.
11045,Mrs.
11046,Mary
11047,John
11048,Maggie
11049,J.
11050,Infant of  Mr. & Mrs.
11051,Hulda
11052,Robt. L.
11053,L.D.
11054,Fred H.
11055,A.C.
11056,Leon
11057,Geo. A.
11058,M.A. (Mrs.)
11059,Edwin
11060,Laura
11061,C.
11062,Chas.
11063,Santos (Infant of)
11064,Amelia
11065,Ella (Mrs.)
11066,Sarrah (Mrs.)
11067,Horace
11068,Nathan
11069,E.T. (Mrs.)
11070,John
11071,John
11072,Ada (Mrs.)
11073,Joseph
11074,Mark
11075,J.W. (Dr.)
11076,W.S.
11077,Margarete (Mrs.)
11078,Adolph
11079,Robert
11080,Ross (Infant of Mr. & Mrs.)
11081,Robertt
11082,Mr.
11083,Josie Lee
11084,Willie Mary
11085,Edwin
11086,Julius
11087,Horace
11088,Thomas J.
11089,J.S.
11090,I.
11091,Lanhart
11092,Fannie L.
11093,J.A.
11094,Annie
11095,James
11096,Mrs.
11097,Chas. S.
11098,Baby
11099,Laura (Mrs.)
11100,Carrie
11101,Dolores
11102,Mike
11103,Ida Jane
11104,Antonio
11105,Gustave
11106,Herman
11107,James
11108,Florida (Mrs.)
11109,Christiana
11110,Dories
11111,L.B  (Mrs.)
11112,Mrs.
11113,J.W.
11114,Chas.
11115,Baby
11116,Martha
11117,C.
11118,W.A.
11119,Wade Ryan
11120,Mat (Mrs.)
11121,L. (Mrs.)
11122,J.T.
11123,Walter G.
11124,Lillian
11125,A.J.
11126,Frances O.
11127,Lottie T.
11128,James H.
11129,D.B.
11130,Juan
11131,C.H. (Infant of)
11132,Richard
11133,Nellie
11134,Millo
11135,Joe
11136,A.S.
11137,Manuel
11138,Annie (Mrs.)
11139,R.
11140,Frank
11141,Marvis
11142,Minnie Lee
11143,Mary
11144,Alice T.
11145,Robert
11146,Joh A.
11147,Lena Schenck (Mrs.)
11148,Ethel (Miss)
11149,John
11150,Alice
11151,Albert (Infant of )
11152,Donate
11153,Matilda
11154,Hattie A.
11155,Kittie (Mrs.)
11156,Amanda
11157,Infant of
11158,Hedwick (Mrs.)
11159,Kitt
11160,Clara
11161,Ella
11162,Albin
11163,John L.
11164,Baby
11165,Chas.
11166,Theodore
11167,Nellie
11168,Chas.
11169,Simon P.
11170,J.G.
11171,T.S.
11172,Sarah
11173,Sarah E.
11174,H.C.
11175,Mattie May (Miss)
11176,Americo
11177,S.A.J.
11178,Chas F.
11179,V. (Infant of)
11180,Catherine P.
11181,John
11182,H.W.
11183,Dorothy Dixie
11184,Mary Ann (Mrs.)
11185,Isabell (Mrs.)
11186,Edward
11187,Wm.
11188,Margurete
11189,Lauriania A.
11190,Walter Haynie
11191,Emma Reed (Mrs.)
11192,Albert
11193,T.J. (Mrs.)
11194,Jacob
11195,Roy
11196,Age (Mrs.)
11197,Ada J. (Mrs.)
11198,Wm. J.
11199,Scott
11200,Richard
11201,Dennis
11202,Infant of Mr & Mrs
11203,Santo
11204,Carl
11205,Michael
11206,Michael
11207,Mary J.
11208,Mary Elizabeth
11209,Henry
11210,Conie N.
11211,C. N.
11212,Elizabeth
11213,Ada (Miss)
11214,John
11215,Margaret
11216,Matilda F.
11217,C. C.
11218,Frank
11219,W. S.
11220,Andrew
11221,Infant of Mr & Mrs E
11222,Hattie Burleson
11223,William
11224,Benord
11225,Lena J
11226,Ann E
11227,Joel H B
11228,Mack
11229,R S
11230,A. H.
11231,Jacob
11232,Infant
11233,Miss
11234,Philipline
11235,Lucile
11236,Anaslonio
11237,A. (Mrs.)
11238,Vincent
11239,Ben
11240,S. R.
11241,A. E.
11242,Infant of Cyrus
11243,Infant of Mr & Mrs Will
11244,Mrs F. A.
11245,R. M.
11246,W. W.
11247,G. J.
11248,C.
11249,Don A. I.
11250,Infant of Mr & Mrs A. J.
11251,Mrs
11252,T.L.
11253,Nora Bella
11254,Wm.
11255,Carmen (Mrs.)
11256,J.E.
11257,Nancy
11258,L. (Mrs.)
11259,Ada Scarbrough (Mrs.)
11260,Pearl (Mrs.)
11261,Jim
11262,A.J.
11263,A.M.
11264,Joe
11265,L.S.
11266,Jas. L.
11267,Emma Reed
11268,Wesley
11269,A.J. (Mrs.)
11270,Miss
11271,John Smith
11272,Julia (Mrs.)
11273,Fritz
11274,Sallie (Mrs.)
11275,Will
11276,ERnesto
11277,Robt. T.
11278,Ellen Jackson
11279,Juan
11280,Irene
11281,Frank
11282,Mary (Infant of)
11283,Rosa B.
11284,Wallace Lee
11285,Howard
11286,Mrs.
11287,Thelma
11288,Edward
11289,R.L. (Infant of)
11290,Miles
11291,Michael
11292,Carrie (Miss)
11293,Robert
11294,Lula M. (Mrs.)
11295,F.G.
11296,Josephine E.
11297,C.M. (Infant of)
11298,Jane (Mrs.)
11299,Germiania
11300,Dorotio
11301,Wm. David
11302,Austina
11303,Martha Ann
11304,J.L. (Infant of)
11305,T.T. (Infant of)
11306,Wm.
11307,Born
11308,Elizabeth (Mrs.)
11309,Geo. P.
11310,Helen
11311,Anna L. (Mrs.)
11312,Emilia
11313,Sorlima
11314,Rudolph
11315,Elizabeth (Mrs.)
11316,John
11317,Perl
11318,Rafert
11319,Cornelia (Mrs.)
11320,Chas. O.
11321,Enatuna (?)
11322,Henry L.
11323,Hugo
11324,Amy Ina (Mrs.)
11325,Willie (Infant)
11326,C.A. (Mrs.)
11327,Edwin
11328,A.T.
11329,John Wesley
11330,John
11331,Eulogio
11332,B.Q. (Infant of)
11333,Harry
11334,Sarah F. (Mrs.)
11335,Douglas G.
11336,J.W. (Infant of)
11337,Stella V. (Mrs.)
11338,R.H.
11339,Kate F. (Mrs.)
11340,H.A.
11341,Nelse
11342,"Carl Arthur, Jr."
11343,Wm. W.
11344,Infant
11345,Kate (Mrs.)
11346,Annie (Mrs.)
11347,Candelario
11348,C.R.
11349,Geo. P.
11350,W.A.
11351,Rosa
11352,Sofie
11353,Jennie
11354,Samuel M.
11355,Jane A. (Mrs.)
11356,Durly Sneed
11357,A.J.
11358,J.C.
11359,Nellie
11360,Eugene
11361,Catherine I.
11362,Eva
11363,Mary (Mrs.)
11364,Sidon
11365,(No First Name Given)
11366,Louis (Infant of)
11367,James E.
11368,Santos
11369,Augusta
11370,Andon
11371,Ewing
11372,P.
11373,Gardner
11374,Walter F.
11375,Blossom E.
11376,Mamie (Mrs.)
11377,Mrs.
11378,M.
11379,Lee (Mr.)
11380,L. (Mrs.)
11381,M. (Inf. of )
11382,Sylvester
11383,B.
11384,Kent C.
11385,Mary Elenor
11386,Jeffrey C.
11387,Paul M.
11388,Clara (Mrs.)
11389,James T.
11390,Thomas M.
11391,Domingo
11392,A.
11393,Thomas
11394,R.P.
11395,Bell
11396,Wm. L.
11397,Anna (Mrs.)
11398,Kate (Mrs.)
11399,Sophia (Mrs.)
11400,Verne
11401,Martha M.
11402,Alf.
11403,Baby Ruth
11404,C.
11405,J.H. (Sr.)
11406,J.L.
11407,Wm. A
11408,Jno. O.
11409,John P.
11410,Baby
11411,G.V.
11412,Mrs.
11413,Adoris
11414,Jennie
11415,Fritz
11416,Nina (Miss)
11417,Arthur
11418,J.M.
11419,Thornton M.
11420,Jas. M.
11421,E.L.
11422,H.W.
11423,Henry C.
11424,Daniel
11425,Lucy
11426,Larry
11427,Jno. R. (Mrs.)
11428,Sarah A. (Mrs.)
11429,J.H.
11430,Sam L.
11431,Jas. T.
11432,R.L.
11433,Edwin (Jr.)
11434,Fred
11435,Floyd T.
11436,Wm. L.
11437,Jas. W.
11438,Sarah L. (Mrs.)
11439,John
11440,Harry B.
11441,L.M.
11442,Kate
11443,Mary A.
11444,Amelia
11445,Jess C.
11446,Louie W.
11447,Peteus Floris
11448,Tom C.
11449,Salathiel
11450,Everett
11451,Erasmus F.B.
11452,Hertuns
11453,Leno
11454,S. (Mrs.)
11455,Richard
11456,Eugene
11457,Oscar
11458,Manuel J.
11459,Francis A.
11460,Bertha Lee
11461,Geo. M.
11462,Toggie
11463,Robert
11464,Henry
11465,Kyrie
11466,J.T. (Infant of)
11467,Mr.
11468,Ben F.
11469,Emma
11470,Eugene
11471,Georgia S.
11472,Robert B.
11473,W. (Mrs.)
11474,Jno. W.
11475,Mexican
11476,E.L.
11477,Oma
11478,Fred
11479,Kate (Mrs.)
11480,David H.
11481,Chas.
11482,Dan Wilbur
11483,Mrs. Dollie
11484,Josephine
11485,Mrs. Ollie
11486,J. M.
11487,Inf
11488,Infant
11489,Hon J. B.
11490,S. K.
11491,Mary
11492,Angelina Louise
11493,Mrs. Margaret
11494,P. E.
11495,Lindahl Theodore
11496,Pearl
11497,Inf of Tavibio
11498,Duffiana
11499,A. J.
11500,Donaciana C.
11501,Patrick
11502,Infant Herman
11503,Geo Preston
11504,Ogden
11505,Isbella
11506,Catereo
11507,Isaac
11508,Emily
11509,Mrs. Mary E.
11510,Anthony G.
11511,Samuel J.
11512,Joseph
11513,James R.
11514,Maurice
11515,Joe
11516,William J. H.
11517,Infant of F.
11518,Wm H
11519,Infant of C.
11520,Wm P
11521,Dudley J
11522,Mary
11523,Jose
11524,Mary
11525,Raymond
11526,Mollie
11527,Bonam
11528,Wm R
11529,Ronaldo
11530,Carl
11531,Catherine
11532,Walter
11533,Mrs.
11534,Mary
11535,Mrs.
11536,Maurice
11537,Infant
11538,John W
11539,Bob
11540,Wood
11541,Infant
11542,Jno
11543,Mary
11544,Margaret
11545,Mr.
11546,Infant
11547,S. G.
11548,Frank
11549,Baby
11550,Nancy
11551,Nancy
11552,E.C.
11553,John L.
11554,Helen Roe
11555,Dianna S.
11556,J.E.
11557,Joe (Infant of)
11558,Nancy M.
11559,Matilda
11560,Jene (Mrs.)
11561,Martin V.B.
11562,Infant
11563,Mrs.
11564,Cecily (Miss)
11565,L.M. (Mrs.)
11566,J.B.
11567,Jacob E.
11568,Mr.
11569,Willie
11570,C.P.
11571,Henry
11572,Chas. E.
11573,Martha
11574,Mary
11575,Irene (Infant)
11576,Marion P.
11577,John
11578,Edna Mary
11579,Barbra
11580,Carl
11581,Antonio
11582,Maud
11583,Mary
11584,Mary Andery
11585,W.W.
11586,Carroll
11587,Robert
11588,Josephine
11589,Ann
11590,John A.
