pkoakwood,yearsmonthsdays
9050,036-00-00
9051,079-00-00
9052,000-00-05
9053,045-00-00
9054,036-00-00
9055,000-13-00
9056,000-00-00
9057,075-00-00
9058,057-00-00
9059,000-02-00
9060,000-12-00
9061,086-00-00
9062,019-00-00
9063,020-00-00
9064,015-00-00
9065,065-00-00
9066,000-09-00
9067,005-00-00
9068,051-00-00
9069,001-00-00
9070,007-00-00
9071,065-00-00
9072,050-00-00
9073,001-00-00
9074,002-00-00
9075,000-08-00
9076,014-00-00
9077,000-00-00
9078,019-00-00
9079,000-00-08
9080,021-00-00
9081,030-00-00
9082,043-00-00
9083,021-00-00
9084,021-00-00
9085,015-00-00
9086,060-00-00
9087,060-00-00
9088,022-00-00
9089,017-00-00
9090,023-00-00
9091,014-00-00
9092,061-00-00
9093,050-00-00
9094,039-00-00
9095,069-00-00
9096,000-10-00
9097,023-00-00
9098,000-00-05
9099,045-00-00
9100,000-00-08
9101,028-00-00
9102,021-00-00
9103,023-00-00
9104,036-00-00
9105,021-00-00
9106,039-00-00
9107,030-00-00
9108,066-00-00
9109,073-00-00
9110,000-04-00
9111,033-00-00
9112,026-00-00
9113,015-00-00
9114,054-00-00
9115,037-00-00
9116,046-00-00
9117,020-00-00
9118,084-00-00
9119,050-00-00
9120,000-02-00
9121,084-00-00
9122,074-00-00
9123,064-00-00
9124,062-00-00
9125,058-00-00
9126,019-00-00
9127,086-00-00
9128,000-03-00
9129,051-00-00
9130,072-00-00
9131,035-00-00
9132,084-00-00
9133,076-00-00
9134,076-00-00
9135,028-00-00
9136,018-00-00
9137,040-00-00
9138,028-00-00
9139,073-00-00
9140,000-02-00
9141,044-00-00
9142,018-00-00
9143,041-00-00
9144,000-13-00
9145,061-00-00
9146,000-02-00
9147,001-00-00
9148,000-06-00
9149,007-00-00
9150,062-00-00
9151,064-00-00
9152,000-02-00
9153,000-18-00
9154,031-00-00
9155,032-00-00
9156,058-00-00
9157,000-06-00
9158,000-00-00
9159,000-14-00
9160,000-00-00
9161,000-00-00
9162,050-00-00
9163,042-00-00
9164,000-00-00
9165,029-00-00
9166,042-00-00
9167,067-00-00
9168,032-00-00
9169,018-00-00
9170,048-00-00
9171,080-00-00
9172,000-00-00
9173,023-00-00
9174,000-00-00
9175,086-00-00
9176,060-00-00
9177,034-00-00
9178,025-00-00
9179,052-00-00
9180,022-00-00
9181,083-00-00
9182,005-00-00
9183,074-00-00
9184,034-00-00
9185,082-00-00
9186,032-00-00
9187,075-00-00
9188,000-11-00
9189,000-07-00
9190,046-00-00
9191,032-00-00
9192,032-00-00
9193,020-00-00
9194,073-00-00
9195,069-00-00
9196,040-00-00
9197,068-00-00
9198,060-00-00
9199,034-00-00
9200,054-00-00
9201,047-00-00
9202,083-00-00
9203,027-00-00
9204,005-00-00
9205,027-00-00
9206,000-00-00
9207,016-00-00
9208,044-00-00
9209,040-00-00
9210,037-00-00
9211,027-00-00
9212,050-00-00
9213,000-00-02
9214,053-00-00
9215,021-00-00
9216,001-00-00
9217,021-00-00
9218,021-00-00
9219,059-00-00
9220,048-00-00
9221,000-15-00
9222,035-00-00
9223,047-00-00
9224,079-00-00
9225,035-00-00
9226,070-00-00
9227,075-00-00
9228,005-00-00
9229,000-06-00
9230,066-00-00
9231,061-00-00
9232,003-00-00
9233,076-00-00
9234,042-00-00
9235,072-00-00
9236,003-00-00
9237,020-00-00
9238,033-00-00
9239,052-00-00
9240,074-00-00
9241,074-00-00
9242,015-00-00
9243,030-00-00
9244,063-00-00
9245,000-00-03
9246,041-00-00
9247,000-07-00
9248,000-00-00
9249,022-00-00
9250,060-00-00
9251,056-00-00
9252,015-00-00
9253,000-00-01
9254,031-00-00
9255,049-00-00
9256,024-00-00
9257,000-00-00
9258,000-18-00
9259,001-00-00
9260,032-00-00
9261,082-00-00
9262,076-00-00
9263,048-00-00
9264,060-00-00
9265,068-00-00
9266,000-01-00
9267,000-00-10
9268,020-00-00
9269,056-00-00
9270,072-00-00
9271,074-00-00
9272,082-00-00
9273,092-00-00
9274,060-00-00
9275,086-00-00
9276,053-00-00
9277,067-00-00
9278,063-00-00
9279,000-18-00
9280,000-05-00
9281,053-00-00
9282,000-01-00
9283,083-00-00
9284,051-00-00
9285,041-00-00
9286,000-17-00
9287,000-18-00
9288,041-00-00
9289,001-00-00
9290,000-19-00
9291,025-00-00
9292,054-00-00
9293,039-00-00
9294,043-00-00
9295,000-02-00
9296,029-00-00
9297,037-00-00
9298,028-00-00
9299,041-00-00
9300,014-00-00
9301,000-08-00
9302,030-00-00
9303,065-00-00
9304,058-00-00
9305,065-00-00
9306,089-00-00
9307,064-00-00
9308,041-00-00
9309,041-00-00
9310,000-00-00
9311,075-00-00
9312,076-00-00
9313,050-00-00
9314,000-00-00
9315,030-00-00
9316,031-00-00
9317,020-00-00
9318,076-00-00
9319,000-04-00
9320,020-00-00
9321,040-00-00
9322,021-00-00
9323,000-00-00
9324,029-00-00
9325,032-00-00
9326,021-00-00
9327,065-00-00
9328,041-00-00
9329,026-00-00
9330,008-00-00
9331,000-06-00
9332,000-00-14
9333,059-00-00
9334,046-00-00
9335,060-00-00
9336,066-00-00
9337,009-00-00
9338,064-00-00
9339,019-00-00
9340,085-00-00
9341,052-00-00
9342,070-00-00
9343,044-00-00
9344,000-05-00
9345,036-00-00
9346,054-00-00
9347,000-08-00
9348,000-00-02
9349,049-00-00
9350,000-11-00
9351,000-11-00
9352,002-00-00
9353,000-09-00
9354,027-00-00
9355,060-00-00
9356,042-00-00
9357,070-00-00
9358,031-00-00
9359,002-00-00
9360,054-00-00
9361,053-00-00
9362,000-08-00
9363,017-00-00
9364,025-00-00
9365,000-00-00
9366,018-00-00
9367,000-06-00
9368,000-08-00
9369,040-00-00
9370,000-00-01
9371,043-00-00
9372,030-00-00
9373,022-00-00
9374,045-00-00
9375,049-00-00
9376,000-30-00
9377,028-00-00
9378,084-00-00
9379,000-00-00
9380,068-00-00
9381,050-00-00
9382,022-00-00
9383,002-00-00
9384,090-00-00
9385,008-00-00
9386,032-00-00
9387,069-00-00
9388,000-00-00
9389,000-00-16
9390,000-04-00
9391,031-00-00
9392,068-00-00
9393,000-04-00
9394,035-00-00
9395,000-15-00
9396,002-00-00
9397,000-00-03
9398,000-08-00
9399,084-00-00
9400,000-02-00
9401,000-00-00
9402,019-00-00
9403,081-00-00
9404,081-00-00
9405,081-00-00
9406,000-11-00
9407,000-01-00
9408,082-00-00
9409,041-00-00
9410,000-15-00
9411,059-00-00
9412,028-00-00
9413,000-00-08
9414,032-00-00
9415,009-00-00
9416,074-00-00
9417,066-00-00
9418,002-00-00
9419,028-00-00
9420,028-00-00
9421,002-00-00
9422,038-00-00
9423,032-00-00
9424,001-00-00
9425,035-00-00
9426,028-00-00
9427,083-00-00
9428,060-00-00
9429,068-00-00
9430,N
9431,056-00-00
9432,059-00-00
9433,003-00-00
9434,075-00-00
9435,041-00-00
9436,042-00-00
9437,007-00-00
9438,000-00-21
9439,000-02-1
9440,032-00-00
9441,000-00-21
9442,052-00-00
9443,033-00-00
9444,064-00-00
9445,058-00-00
9446,073-00-00
9447,042-00-00
9448,067-00-00
9449,026-00-00
9450,075-00-00
9451,055-00-00
9452,050-00-00
9453,003-00-00
9454,016-00-00
9455,036-00-00
9456,026-00-00
9457,070-00-00
9458,047-00-00
9459,066-00-00
9460,016-00-00
9461,026-00-00
9462,022-00-00
9463,074-00-00
9464,054-00-00
9465,000-00-01
9466,077-00-00
9467,045-00-00
9468,046-00-00
9469,080-00-00
9470,060-00-00
9471,039-00-00
9472,000-00-00
9473,027-00-00
9474,047-00-00
9475,057-00-00
9476,070-00-00
9477,070-00-00
9478,065-00-00
9479,028-00-00
9480,082-00-00
9481,080-00-00
9482,000-20-00
9483,040-00-00
9484,066-00-00
9485,066-00-00
9486,060-00-00
9487,084-00-00
9488,000-00-00
9489,070-00-00
9490,078-00-00
9491,000-00-00
9492,081-00-00
9493,003-00-00
9494,000-16-00
9495,017-00-00
9496,000-21-00
9497,003-00-00
9498,039-00-00
9499,002-00-00
9500,069-00-00
9501,045-00-00
9502,005-00-00
9503,054-00-00
9504,062-00-00
9505,035-00-00
9506,000-00-00
9507,061-00-00
9508,067-00-00
9509,069-00-00
9510,060-00-00
9511,020-00-00
9512,066-00-00
9513,069-00-00
9514,002-00-00
9515,065-00-00
9516,079-00-00
9517,073-00-00
9518,070-00-00
9519,084-00-00
9520,038-00-00
9521,064-00-00
9522,000-00-02
9523,037-00-00
9524,000-16-00
9525,000-06-00
9526,000-00-00
9527,064-00-00
9528,027-00-00
9529,000-10-00
9530,065-00-00
9531,055-00-00
9532,026-00-00
9533,069-00-00
9534,050-00-00
9535,063-00-00
9536,073-00-00
9537,058-00-00
9538,000-00-00
9539,002-00-00
9540,045-00-00
9541,001-01-00
9542,051-00-00
9543,000-02-00
9544,055-00-00
9545,046-00-00
9546,037-00-00
9547,090-00-00
9548,000-17-00
9549,041-00-00
9550,061-00-00
9551,076-00-00
9552,031-00-00
9553,000-10-00
9554,000-06-00
9555,025-00-00
9556,075-00-00
9557,051-00-00
9558,028-00-00
9559,063-00-00
9560,000-00-21
9561,000-06-00
9562,065-00-00
9563,003-00-00
9564,027-00-00
9565,060-00-00
9566,000-03-00
9567,069-00-00
9568,Blank
9569,020-00-00
9570,005-00-00
9571,000-00-00
9572,022-00-00
9573,000-07-00
9574,000-08-00
9575,004-00-00
9576,000-11-00
9577,060-00-00
9578,044-00-00
9579,000-05-00
9580,077-00-00
9581,047-00-00
9582,014-00-00
9583,000-00-02
9584,055-00-00
9585,042-00-00
9586,050-00-00
9587,000-06-00
9588,072-00-00
9589,000-00-00
9590,016-00-00
9591,002-00-00
9592,050-00-00
9593,000-10-00
9594,000-00-00
9595,053-00-00
9596,000-03-00
9597,000-13-00
9598,064-00-00
9599,033-00-00
9600,060-00-00
9601,070-00-00
9602,075-00-00
9603,036-00-00
9604,087-00-00
9605,036-00-00
9606,030-00-00
9607,000-00-09
9608,070-00-00
9609,000-00-00
9610,070-00-00
9611,073-00-00
9612,050-00-00
9613,002-00-00
9614,043-00-00
9615,013-00-00
9616,038-00-00
9617,000-00-01
9618,070-00-00
9619,041-00-00
9620,027-00-00
9621,000-00-00
9622,003-00-00
9623,047-00-00
9624,023-00-00
9625,054-00-00
9626,044-00-00
9627,003-00-00
9628,028-00-00
9629,000-09-00
9630,037-00-00
9631,034-00-00
9632,044-00-00
9633,065-00-00
9634,067-00-00
9635,018-00-00
9636,022-00-00
9637,074-00-00
9638,054-00-00
9639,026-00-00
9640,078-00-00
9641,070-00-00
9642,070-00-00
9643,033-00-00
9644,000-00-00
9645,040-00-00
9646,023-00-00
9647,067-00-00
9648,000-18-00
9649,048-00-00
9650,027-00-00
9651,040-00-00
9652,038-00-00
9653,073-00-00
9654,078-00-00
9655,N
9656,084-00-00
9657,034-00-00
9658,076-00-00
9659,068-00-00
9660,036-00-00
9661,000-00-00
9662,019-00-00
9663,055-00-00
9664,078-00-00
9665,078-00-00
9666,099-00-00
9667,025-00-00
9668,014-00-00
9669,060-00-00
9670,016-00-00
9671,061-00-00
9672,062-00-00
9673,078-00-00
9674,061-00-00
9675,042-00-00
9676,058-00-00
9677,???????
9678,030-00-00
9679,026-00-00
9680,061-00-00
9681,000-00-00
9682,064-00-00
9683,022-00-00
9684,000-00-00
9685,090-00-00
9686,054-00-00
9687,066-00-00
9688,063-00-00
9689,021-00-00
9690,014-00-00
9691,047-00-00
9692,006-00-00
9693,007-00-00
9694,000-18-00
9695,064-00-00
9696,Blank
9697,080-00-00
9698,056-00-00
9699,044-00-00
9700,039-00-00
9701,055-00-00
9702,Blank
9703,085-00-00
9704,056-00-00
9705,043-00-00
9706,032-00-00
9707,070-00-00
9708,000-00-03
9709,055-00-00
9710,000-16-00
9711,056-00-00
9712,000-00-17
9713,028-00-00
9714,024-00-00
9715,044-00-00
9716,010-00-00
9717,080-00-00
9718,000-02-00
9719,026-00-00
9720,078-00-00
9721,090-00-00
9722,078-00-00
9723,000-02-00
9724,050-00-00
9725,070-00-00
9726,025-00-00
9727,000-03-00
9728,035-00-00
9729,000-01-00
9730,063-00-00
9731,089-00-00
9732,065-00-00
9733,000-03-00
9734,047-00-00
9735,067-00-00
9736,036-00-00
9737,002-00-00
9738,084-00-00
9739,000-11-00
9740,023-00-00
9741,063-00-00
9742,063-00-00
9743,000-00-02
9744,Blank
9745,000-01-00
9746,022-00-00
9747,021-00-00
9748,033-00-00
9749,000-00-05
9750,077-00-00
9751,004-00-00
9752,000-22-00
9753,065-00-00
9754,000-20-00
9755,000-00-07
9756,040-00-00
9757,000-08-00
9758,065-00-00
9759,000-15-00
9760,069-00-00
9761,002-00-00
9762,065-00-00
9763,044-00-00
9764,057-00-00
9765,000-00-00
9766,000-00-00
9767,027-00-00
9768,034-00-00
9769,075-00-00
9770,000-15-00
9771,012-00-00
9772,006-00-00
9773,033-00-00
9774,034-00-00
9775,000-16-00
9776,019-00-00
9777,000-08-00
9778,Blank
9779,000-02-00
9780,025-00-00
9781,068-00-00
9782,055-00-00
9783,001-00-00
9784,Blank
9785,042-00-00
9786,023-00-00
9787,078-00-00
9788,057-00-00
9789,004-00-00
9790,000-01-00
9791,029-00-00
9792,036-00-00
9793,029-00-00
9794,025-00-00
9795,059-00-00
9796,000-00-00
9797,001-00-00
9798,021-00-00
9799,067-00-00
9800,014-00-00
9801,066-00-00
9802,008-00-00
9803,038-00-00
9804,023-00-00
9805,023-00-00
9806,017-00-00
9807,078-00-00
9808,000-18-00
9809,043-00-00
9810,063-00-00
9811,041-00-00
9812,080-00-00
9813,073-00-00
9814,050-00-00
9815,085-00-00
9816,071-00-00
9817,035-00-00
9818,028-00-00
9819,019-00-00
9820,020-00-00
9821,Blank
9822,042-00-00
9823,000-00-02
9824,046-00-00
9825,072-00-00
9826,032-00-00
9827,075-00-00
9828,020-00-00
9829,059-00-00
9830,013-00-00
9831,036-00-00
9832,019-00-00
9833,021-00-00
9834,006-00-00
9835,057-00-00
9836,082-00-00
9837,002-00-00
9838,Blank
9839,053-00-00
9840,Blank
9841,046-00-00
9842,052-00-00
9843,000-07-00
9844,000-07-00
9845,057-00-00
9846,000-14-00
9847,074-00-00
9848,022-00-00
9849,000-02-00
9850,056-00-00
9851,030-00-00
9852,026-00-00
9853,030-00-00
9854,Blank
9855,056-00-00
9856,060-00-00
9857,000-00-02
9858,050-00-00
9859,003-00-00
9860,000-04-00
9861,037-00-00
9862,064-00-00
9863,000-13-00
9864,030-00-00
9865,062-00-00
9866,066-00-00
9867,005-00-00
9868,067-00-00
9869,043-00-00
9870,018-00-00
9871,061-00-00
9872,070-00-00
9873,023-00-00
9874,054-00-00
9875,001-00-00
9876,037-00-00
9877,055-00-00
9878,024-00-00
9879,051-00-00
9880,000-21-00
9881,051-00-00
9882,000-00-00
9883,061-00-00
9884,000-00-00
9885,059-00-00
9886,072-00-00
9887,053-00-00
9888,034-00-00
9889,048-00-00
9890,020-00-00
9891,058-00-00
9892,Blank
9893,022-00-00
9894,069-00-00
9895,009-00-00
9896,075-00-00
9897,088-00-00
9898,Blank
9899,035-00-00
9900,021-00-00
9901,046-00-00
9902,055-00-00
9903,057-00-00
9904,074-00-00
9905,033-00-00
9906,000-15-00
9907,060-00-00
9908,000-00-06
9909,020-00-00
9910,038-00-00
9911,069-00-00
9912,000-01-00
9913,000-00-00
9914,Blank
9915,056-00-00
9916,028-00-00
9917,067-00-00
9918,000-01-00
9919,087-00-00
9920,070-00-00
9921,000-00-00
9922,093-00-00
9923,034-00-00
9924,047-00-00
9925,068-00-00
9926,056-00-00
9927,000-00-22
9928,000-00-00
9929,013-00-00
9930,068-00-00
9931,000-00-00
9932,068-00-00
9933,073-00-00
9934,064-00-00
9935,040-00-00
9936,000-00-00
9937,085-00-00
9938,000-13-00
9939,091-00-00
9940,075-00-00
9941,068-00-00
9942,040-00-00
9943,037-00-00
9944,075-00-00
9945,Unknown
9946,040-00-00
9947,Unknown
9948,075-00-00
9949,026-00-00
9950,070-00-00
9951,064-00-00
9952,070-00-00
9953,065-00-00
9954,065-00-00
9955,050-00-00
9956,070-00-00
9957,042-00-00
9958,045-00-00
9959,089-00-00
9960,076-00-00
9961,055-00-00
9962,056-00-00
9963,076-00-00
9964,033-00-00
9965,057-00-00
9966,073-00-00
9967,026-00-00
9968,084-00-00
9969,065-00-00
9970,007-00-00
9971,080-00-00
9972,026-00-00
9973,036-00-00
9974,042-00-00
9975,090-00-00
9976,081-00-00
9977,021-00-00
9978,082-00-00
9979,040-00-00
9980,016-00-00
9981,000-00-01
9982,021-00-00
9983,000-04-00
9984,055-00-00
9985,010-00-00
9986,032-00-00
9987,Unknown
9988,000-00-20
9989,070-00-00
9990,Unknown
9991,069-00-00
9992,075-00-00
9993,013-00-00
9994,Unknown
9995,000-00-00
9996,000-00-00
9997,034-00-00
9998,042-00-00
9999,042-00-00
10000,026-00-00
10001,049-00-00
10002,083-00-00
10003,049-00-00
10004,071-00-00
10005,067-00-00
10006,037-00-00
10007,029-00-00
10008,080-00-00
10009,020-00-00
10010,072-00-00
10011,067-00-00
10012,070-00-00
10013,000-00-06
10014,024-00-00
10015,084-00-00
10016,000-04-00
10017,000-00-13
10018,Unknown
10019,054-00-00
10020,000-17-00
10021,061-00-00
10022,000-00-00
10023,022-00-00
10024,084-00-00
10025,088-00-00
10026,070-00-00
10027,000-00-11
10028,001-00-00
10029,001-00-00
10030,Unknown
10031,045-00-00
10032,000-17-00
10033,000-01-00
10034,034-00-00
10035,062-00-00
10036,000-00-00
10037,057-00-00
10038,001-00-00
10039,022-00-00
10040,024-00-00
10041,005-00-00
10042,024-00-00
10043,064-00-00
10044,000-18-00
10045,000-00-03
10046,068-00-00
10047,038-00-00
10048,000-00-00
10049,068-00-00
10050,024-00-00
10051,040-00-00
10052,000-10-00
10053,002-00-00
10054,000-05-00
10055,055-00-00
10056,012-00-00
10057,000-05-00
10058,022-00-00
10059,022-00-00
10060,078-00-00
10061,008-40-00
10062,022-00-00
10063,003-00-00
10064,032-00-00
10065,000-01-00
10066,079-00-00
10067,005-00-00
10068,015-00-00
10069,049-00-00
10070,071-00-00
10071,Unknown
10072,000-02-00
10073,055-00-00
10074,072-00-00
10075,000-00-08
10076,067-00-00
10077,000-00-00
10078,000-00-00
10079,085-00-00
10080,032-00-00
10081,055-00-00
10082,029-00-00
10083,028-00-00
10084,003-00-00
10085,000-00-01
10086,040-00-0
10087,052-00-00
10088,069-00-00
10089,6000
10090,047-00-00
10091,000-00-06
10092,002-00-00
10093,Unknown
10094,036-00-00
10095,Unknown
10096,059-00-00
10097,048-00-00
10098,000-04-00
10099,045-00-00
10100,000-03-00
10101,025-00-00
10102,000-00-01
10103,000-00-10
10104,045-00-00
10105,015-00-00
10106,045-00-00
10107,Unknown
10108,007-00-00
10109,045-00-00
10110,085-00-00
10111,047-00-00
10112,071-00-00
10113,000-03-00
10114,064-00-00
10115,028-00-00
10116,070-00-00
10117,000-05-00
10118,027-00-00
10119,062-00-00
10120,068-00-00
10121,000-00-00
10122,084-00-00
10123,070-00-00
10124,Unknown
10125,057-00-00
10126,064-00-00
10127,Unknown
10128,051-00-00
10129,003-00-00
10130,058-00-00
10131,000-03-00
10132,083-00-00
10133,006-00-00
10134,031-00-00
10135,000-02-00
10136,000-00-00
10137,025-00-00
10138,065-00-00
10139,088-00-00
10140,060-00-00
10141,000-04-00
10142,044-00-00
10143,083-00-00
10144,068-00-00
10145,024-00-00
10146,076-00-00
10147,023-00-00
10148,070-00-00
10149,Unknown
10150,000-08-00
10151,009-00-00
10152,060-00-00
10153,000-01-00
10154,000-03-00
10155,030-00-00
10156,052-00-00
10157,060-00-00
10158,084-00-00
10159,Unknown
10160,058-00-00
10161,000-03-00
10162,064-00-00
10163,064-00-00
10164,008-00-00
10165,000-00-00
10166,018-00-00
10167,090-00-00
10168,072-00-00
10169,Unknown
10170,076-00-00
10171,050-00-00
10172,031-00-00
10173,020-00-00
10174,000-01-00
10175,000-00-00
10176,060-00-00
10177,075-00-00
10178,000-05-00
10179,070-00-00
10180,Unknown
10181,044-00-00
10182,065-00-00
10183,085-00-00
10184,022-00-00
10185,074-00-00
10186,063-00-00
10187,063-00-00
10188,053-00-00
10189,031-00-00
10190,055-00-00
10191,000-04-00
10192,046-00-00
10193,062-00-00
10194,047-00-00
10195,041-00-00
10196,007-00-00
10197,052-00-00
10198,066-00-00
10199,044-00-00
10200,033-00-00
10201,058-00-00
10202,000-06-00
10203,086-00-00
10204,049-00-00
10205,087-00-00
10206,000-00-00
10207,080-00-00
10208,031-00-00
10209,071-00-00
10210,078-00-00
10211,064-00-00
10212,026-00-00
10213,035-00-00
10214,080-00-00
10215,042-00-00
10216,071-00-00
10217,065-00-00
10218,020-00-00
10219,082-00-00
10220,058-00-00
10221,025-00-00
10222,081-00-00
10223,000-14-00
10224,000-00-06
10225,054-00-00
10226,028-00-00
10227,000-05-00
10228,030-00-00
10229,024-00-00
10230,078-00-00
10231,018-00-00
10232,000-00-01
10233,075-00-00
10234,070-00-00
10235,000-20-00
10236,031-00-00
10237,000-04-00
10238,043-00-00
10239,059-00-00
10240,008-00-00
10241,000-06-00
10242,065-00-00
10243,085-00-00
10244,033-00-00
10245,000-00-00
10246,000-06-00
10247,000-00-00
10248,039-00-00
10249,040-00-00
10250,060-00-00
10251,072-00-00
10252,026-00-00
10253,029-00-00
10254,038-00-00
10255,030-00-00
10256,040-00-00
10257,???????
10258,???????
10259,059-00-00
10260,051-00-00
10261,072-00-00
10262,036-00-00
10263,???????
10264,077-00-00
10265,037-00-00
10266,022-00-00
10267,???????
10268,015-00-00
10269,093-00-00
10270,067-00-00
10271,000-00-00
10272,015-00-00
10273,059-00-00
10274,000-10-00
10275,022-00-00
10276,000-00-00
10277,000-05-00
10278,059-00-00
10279,000-06-00
10280,062-00-00
10281,008-00-00
10282,000-04-00
10283,???????
10284,045-00-00
10285,095-00-00
10286,???????
10287,072-00-00
10288,056-00-00
10289,023-00-00
10290,045-00-00
10291,033-00-00
10292,000-00-00
10293,080-00-00
10294,000-09-00
10295,068-00-00
10296,045-00-00
10297,021-00-00
10298,082-00-00
10299,067-00-00
10300,000-00-05
