pkoakwood,whereburied
4074,Colored Grounds
4075,Lot 413
4076,Colored Grounds
4077,Colored Grounds
4078,Colored Grounds
4079,Lot 188
4080,Strangers Grounds
4081,Colored Grounds
4082,Colored Grounds
4083,Strangers Grounds
4084,Colored Grounds
4085,Colored Grounds
4086,Colored Grounds
4087,Lot 497
4088,Colored Grounds
4089,Colored Grounds
4090,Lot 197
4091,Mexican Grounds
4092,Colored Grounds
4093,Lot 348
4094,Colored Grounds
4095,Lot 414
4096,Old graveyard
4097,
4098,
4099,Colored Grounds
4100,Lot 5
4101,Lot 501
4102,Lot 494
4103,Strangers Grounds
4104,Lot 422
4105,Strangers Grounds
4106,Colored Grounds
4107,Mexican Grounds
4108,Lot 311
4109,Lot 335
4110,Lot 449
4111,Old graveyard
4112,Lot 521
4113,Lot 313
4114,Old graveyard
4115,Catholic ground
4116,Colored Grounds
4117,Colored Grounds
4118,Catholic ground
4119,Lot 441
4120,Colored Grounds
4121,Lot 525
4122,Old graveyard
4123,Strangers Grounds
4124,Colored Grounds
4125,Lot 413
4126,Lot 449
4127,Lot 246
4128,Lot 460
4129,Colored Grounds
4130,Colored Grounds
4131,Lot 513
4132,Lot 182
4133,Colored Grounds
4134,Strangers Grounds
4135,Lot 298
4136,Lot 501
4137,Lot 7
4138,Old graveyard
4139,Old graveyard
4140,
4141,
4142,Colored Grounds
4143,Lot 448
4144,Lot 400
4145,Strangers Grounds
4146,Strangers Grounds
4147,
4148,Lot 437
4149,
4150,Jewish ground
4151,Lot 407
4152,Catholic ground
4153,
4154,
4155,Lot 501
4156,Lot 493
4157,Lot 381
4158,Colored Grounds
4159,Colored Grounds
4160,Colored Grounds
4161,Lot 23
4162,
4163,Lot 487
4164,Colored Grounds
4165,Lot 487
4166,Strangers Grounds
4167,Strangers Grounds
4168,Colored Grounds
4169,Colored Grounds
4170,Colored Grounds
4171,Lot 484
4172,Colored Grounds
4173,Lot 494
4174,Lot 493
4175,Lot 514
4176,Catholic ground
4177,Colored Grounds
4178,Colored Grounds
4179,Colored Grounds
4180,Colored Grounds
4181,Lot 348
4182,
4183,
4184,Colored Grounds
4185,
4186,Strangers Grounds
4187,Colored Grounds
4188,Lot 524
4189,Old graveyard
4190,
4191,
4192,Lot 466
4193,Strangers Grounds
4194,Lot 470
4195,Strangers Grounds
4196,Lot 246
4197,Old graveyard
4198,Old graveyard
4199,Lot 413
4200,"Lot 71, Sec. 1"
4201,Lot 68
4202,Colored Grounds
4203,Colored Grounds
4204,Colored Grounds
4205,Mexican Grounds
4206,
4207,Strangers Grounds
4208,Strangers Grounds
4209,Lot 465
4210,Colored Grounds
4211,Colored Grounds
4212,Strangers Grounds
4213,Colored Grounds
4214,Lot 487
4215,Catholic ground
4216,Lot 246
4217,Lot 507
4218,Colored Grounds
4219,
4220,Colored Grounds
4221,Colored Grounds
4222,Lot 383
4223,Colored Grounds
4224,
4225,Colored Grounds
4226,Colored Grounds
4227,Colored Grounds
4228,Strangers Grounds
4229,Colored Grounds
4230,Old graveyard
4231,Colored Grounds
4232,Strangers Grounds
4233,Strangers Grounds
4234,
4235,
4236,
4237,Strangers Grounds
4238,Colored Grounds
4239,Colored Grounds
4240,Lot 473
4241,Lot 348
4242,Colored Grounds
4243,Lot 493
4244,Jewish ground
4245,Colored Grounds
4246,
4247,Lot 17
4248,
4249,Lot 450
4250,Colored Grounds
4251,Lot 368
4252,Lot 5
4253,Lot 141
4254,Colored Grounds
4255,
4256,Colored Grounds
4257,Lot 141
4258,Lot 492
4259,Lot 141
4260,
4261,Lot 478
4262,Colored Grounds
4263,Lot 42
4264,Colored Grounds
4265,Strangers Grounds
4266,
4267,Lot 494
4268,Lot 490
4269,Lot 487
4270,Colored Grounds
4271,Lot 146
4272,Colored Grounds
4273,Lot 212
4274,Colored Grounds
4275,Lot 212
4276,Lot 80
4277,Lot 380
4278,Colored Grounds
4279,
4280,Colored Grounds
4281,Jewish ground
4282,Catholic ground
4283,Lot 452
4284,Lot 477
4285,Lot 487
4286,Colored Grounds
4287,Colored Grounds
4288,
4289,Colored Grounds
4290,Lot 500
4291,Old graveyard
4292,
4293,Lot 494
4294,Colored Grounds
4295,Old graveyard
4296,Lot 486
4297,Lot 448
4298,Lot 482
4299,Colored Grounds
4300,
4301,Blank
4302,Strangers Grounds
4303,Lot 487
4304,Colored Grounds
4305,Catholic ground
4306,Old graveyard
4307,Lot 87
4308,Lot 391
4309,Colored Grounds
4310,Colored Grounds
4311,Colored Grounds
4312,
4313,Lot 487
4314,Colored Grounds
4315,
4316,
4317,Strangers Grounds
4318,Strangers Grounds
4319,Colored Grounds
4320,Lot 487
4321,Colored Grounds
4322,Lot 358
4323,Strangers Grounds
4324,Colored Grounds
4325,
4326,Old graveyard
4327,Catholic ground
4328,Colored Grounds
4329,Colored Grounds
4330,Colored Grounds
4331,Colored Grounds
4332,Colored Grounds
4333,Colored Grounds
4334,Colored Grounds
4335,Lot 322
4336,
4337,Colored Grounds
4338,
4339,Lot 270
4340,Lot 487
4341,Lot 487
4342,Colored Grounds
4343,
4344,Lot 494
4345,Lot 430
4346,Colored Grounds
4347,Lot 80
4348,Colored Grounds
4349,Strangers Grounds
4350,Lot 344
4351,
4352,Colored Grounds
4353,Lot 500
4354,Colored Grounds
4355,Lot 116
4356,
4357,Lot 456
4358,Lot 526
4359,Strangers Grounds
4360,Strangers Grounds
4361,Colored Grounds
4362,Colored Grounds
4363,Old graveyard
4364,Strangers Grounds
4365,Colored Grounds
4366,Lot 456
4367,Lot 477
4368,Colored Grounds
4369,Colored Grounds
4370,Colored Grounds
4371,Lot 81
4372,
4373,Colored Grounds
4374,Colored Grounds
4375,Lot 454
4376,Colored Grounds
4377,Lot 519
4378,Lot 141
4379,Blank
4380,
4381,
4382,Colored Grounds
4383,
4384,Lot 487
4385,Lot 120
4386,Lot 500
4387,Lot 513
4388,Colored Grounds
4389,Catholic ground
4390,Lot 424
4391,Lot 471
4392,Blank
4393,
4394,Strangers Grounds
4395,Colored Grounds
4396,Catholic ground
4397,Colored Grounds
4398,Colored Grounds
4399,Lot 442
4400,Strangers Grounds
4401,Strangers Grounds
4402,Lot 325
4403,Lot 430
4404,Colored Grounds
4405,Lot 478
4406,Colored Grounds
4407,Lot 464
4408,Old graveyard
4409,Colored Grounds
4410,Lot 413
4411,Colored Grounds
4412,Strangers Grounds
4413,Colored Grounds
4414,Lot 348
4415,Colored Grounds
4416,Lot 442
4417,Colored Grounds
4418,Colored Grounds
4419,Colored Grounds
4420,Colored Grounds
4421,Colored Grounds
4422,Catholic ground
4423,Strangers Grounds
4424,Colored Grounds
4425,Strangers Grounds
4426,Strangers Grounds
4427,Colored Grounds
4428,Colored Grounds
4429,Lot 215
4430,Colored Grounds
4431,Colored Grounds
4432,Lot 317
4433,Jewish ground
4434,Colored Grounds
4435,Jewish ground
4436,Lot 16
4437,Colored Grounds
4438,Old graveyard
4439,Lot 262
4440,
4441,Lot 143
4442,Jewish grounds
4443,Colored Grounds
4444,Old graveyard
4445,Colored Grounds
4446,Colored Grounds
4447,Catholic ground
4448,Lot 215
4449,Strangers Grounds
4450,Colored Grounds
4451,Colored Grounds
4452,
4453,Lot 483
4454,Colored Grounds
4455,Colored Grounds
4456,Colored Grounds
4457,Colored Grounds
4458,Colored Grounds
4459,Lot 169
4460,Lot 463
4461,Colored Grounds
4462,Strangers Grounds
4463,Lot 441
4464,Strangers Grounds
4465,Catholic ground
4466,Lot 120
4467,Lot 184
4468,Colored Grounds
4469,Colored Grounds
4470,Colored Grounds
4471,Colored Grounds
4472,Catholic ground
4473,Lot 435
4474,Old graveyard
4475,Lot 481
4476,Mexican Grounds
4477,Colored Grounds
4478,Strangers Grounds
4479,Mexican Grounds
4480,Colored Grounds
4481,Lot 487
4482,Lot 213
4483,Lot 121
4484,Colored Grounds
4485,Colored Grounds
4486,Colored Grounds
4487,Old graveyard
4488,Strangers Grounds
4489,Lot 213
4490,
4491,Lot 462
4492,Colored Grounds
4493,Colored Grounds
4494,
4495,Lot 284
4496,
4497,Catholic ground
4498,Colored Grounds
4499,
4500,Lot 481
4501,Lot 441
4502,Colored Grounds
4503,Colored Grounds
4504,Colored Grounds
4505,Lot 207
4506,Lot 267
4507,Strangers Grounds
4508,481
4509,Lot 325
4510,Lot 461
4511,Lot 497
4512,Lot 512
4513,
4514,Lot 441
4515,Old graveyard
4516,Old graveyard
4517,Lot 306
4518,Lot 176
4519,Lot 396
4520,
4521,Colored Grounds
4522,Old graveyard
4523,
4524,Colored Grounds
4525,
4526,Colored Grounds
4527,Strangers Grounds
4528,
4529,Strangers Grounds
4530,Old graveyard
4531,Lot 190
4532,Colored Grounds
4533,Strangers Grounds
4534,Colored Grounds
4535,Lot 483
4536,
4537,Lot 44
4538,Colored Grounds
4539,Colored Grounds
4540,Colored Grounds
4541,
4542,Lot 487
4543,Colored Grounds
4544,Colored Grounds
4545,Strangers Grounds
4546,Colored Grounds
4547,Colored Grounds
4548,
4549,
4550,
4551,Colored Grounds
4552,Mexican Grounds
4553,Strangers Grounds
4554,Old graveyard
4555,Colored Grounds
4556,Lot 384
4557,Strangers Grounds
4558,Colored Grounds
4559,Lot 184
4560,Colored Grounds
4561,Old graveyard
4562,Strangers Grounds
4563,Colored Grounds
4564,Colored Grounds
4565,
4566,Colored Grounds
4567,Lot 184
4568,Lot 184
4569,Lot 451
4570,Lot 428
4571,Lot 464
4572,Lot 141
4573,
4574,Colored Grounds
4575,Old graveyard
4576,Colored Grounds
4577,Jewish ground
4578,Mexican Grounds
4579,Lot 61
4580,Strangers Grounds
4581,Lot 487
4582,Colored Grounds
4583,Colored Grounds
4584,Lot 376
4585,Colored Grounds
4586,Lot 463
4587,Lot 144
4588,Colored Grounds
4589,Colored ground [??]
4590,Lot 497
4591,Strangers Grounds
4592,Lot 88
4593,Catholic ground
4594,
4595,
4596,Lot 116
4597,Lot 246
4598,Strangers Grounds
4599,
4600,Colored Grounds
4601,Colored Grounds
4602,Old graveyard
4603,
4604,Colored Grounds
4605,Strangers Grounds
4606,Colored Grounds
4607,Colored Grounds
4608,
4609,Strangers Grounds
4610,
4611,Lot 400
4612,Lot 403
4613,
4614,
4615,Colored Grounds
4616,Colored Grounds
4617,Lot 310
4618,
4619,Colored Grounds
4620,Colored Grounds
4621,Lot 200
4622,Lot 505
4623,
4624,Old graveyard
4625,Lot 143
4626,Lot 473
4627,Colored Grounds
4628,Colored Grounds
4629,Strangers Grounds
4630,Lot 356
4631,Colored Grounds
4632,
4633,not given
4634,
4635,Lot 140
4636,Colored Grounds
4637,Colored Grounds
4638,lot 487
4639,Colored Grounds
4640,Catholic ground
4641,lot 487
4642,lot 441
4643,Colored Grounds
4644,Strangers Grounds
4645,Colored Grounds
4646,Strangers Grounds
4647,lot 526
4648,lot 442
4649,Colored Grounds
4650,lot 472
4651,Colored Grounds
4652,
4653,Colored Grounds
4654,Colored Grounds
4655,Mexican Grounds
4656,Colored Grounds
4657,Colored Grounds
4658,Colored Grounds
4659,Colored Grounds
4660,lot 184
4661,lot 517
4662,Strangers Grounds
4663,Colored Grounds
4664,lot 75
4665,lot 117
4666,lot 456
4667,Strangers Grounds
4668,lot 313
4669,lot 433
4670,Colored Grounds
4671,Colored Grounds
4672,Lot 526
4673,Strangers Grounds
4674,Old grounds
4675,lot 463
4676,Colored Grounds
4677,Strangers Grounds
4678,lot 442
4679,lot 487
4680,Strangers Grounds
4681,
4682,Colored Grounds
4683,lot 487
4684,Strangers Grounds
4685,Strangers Grounds
4686,Strangers Grounds
4687,lot 444
4688,Colored Grounds
4689,lot 445
4690,lot 353
4691,Colored Grounds
4692,Mexican Grounds
4693,lot 489
4694,Colored Grounds
4695,lot 472
4696,lot 454
4697,Colored Grounds
4698,
4699,
4700,
4701,Catholic ground
4702,Colored Grounds
4703,Lot 410
4704,lot 81
4705,lot 444
4706,Catholic ground
4707,lot 454
4708,
4709,Strangers Grounds
4710,Strangers Grounds
4711,Colored Grounds
4712,Colored Grounds
4713,Lot 210
4714,Catholic ground
4715,
4716,Mexican Grounds
4717,Blank
4718,Colored Grounds
4719,Catholic ground
4720,Colored Grounds
4721,Colored Grounds
4722,Colored Grounds
4723,Lot 476
4724,Colored Grounds
4725,Colored Grounds
4726,Colored Grounds
4727,Mexican Grounds
4728,Colored Grounds
4729,Lot 435
4730,Lot 454
4731,Colored Grounds
4732,
4733,Lot 173
4734,Lot 510
4735,Lot 317
4736,Strangers Grounds
4737,Old graveyard
4738,Strangers Grounds
4739,Lot 454
4740,Strangers Grounds
4741,Strangers Grounds
4742,Lot 554
4743,Colored Grounds
4744,
4745,Colored Grounds
4746,Colored Grounds
4747,Colored Grounds
4748,Colored Grounds
4749,Colored Grounds
4750,
4751,
4752,Lot 290
4753,Lot 213
4754,Lot 472
4755,Lot 447
4756,Lot 212
4757,Lot 206
4758,Strangers Grounds
4759,Strangers Grounds
4760,Colored Grounds
4761,Lot 460
4762,Lot 212
4763,
4764,Catholic ground
4765,Colored Grounds
4766,Catholic ground
4767,Colored Grounds
4768,Colored Grounds
4769,Lot 442
4770,Colored Grounds
4771,Lot 454
4772,Lot 454
4773,Mexican Grounds
4774,Lot 401
4775,Lot 482
4776,Lot 519
4777,Colored Grounds
4778,Colored Grounds
4779,
4780,
4781,Lot 496
4782,Old graveyard
4783,Lot 374
4784,Lot 106
4785,Colored Grounds
4786,
4787,Colored Grounds
4788,Lot 454
4789,Colored Grounds
4790,Lot 458
4791,Colored Grounds
4792,Colored Grounds
4793,Colored Grounds
4794,Colored Grounds
4795,Lot 443
4796,Colored Grounds
4797,Colored Grounds
4798,Lot 453
4799,Strangers Grounds
4800,Lot 453
4801,Jewish ground
4802,Colored Grounds
4803,Colored Grounds
4804,Colored Grounds
4805,Strangers Grounds
4806,Lot 441
4807,Lot 271
4808,Lot 453
4809,Lot 465
4810,Lot 482
4811,Strangers Grounds
4812,Colored Grounds
4813,Colored Grounds
4814,Colored Grounds
4815,Lot 585
4816,Colored Grounds
4817,Lot 453
4818,
4819,Strangers Grounds
4820,Catholic ground
4821,Lot 379
4822,Strangers Grounds
4823,Lot 449
4824,Strangers Grounds
4825,Lot 312
4826,Lot 361
4827,
4828,Colored Grounds
4829,Colored Grounds
4830,
4831,Lot 449
4832,Lot 493
4833,Lot 460
4834,Colored Grounds
4835,Colored Grounds
4836,
4837,"Lot 304, section 1"
4838,
4839,Colored Grounds
4840,Lot 207
4841,Lot 441
4842,Lot 265
4843,Colored Grounds
4844,
4845,Lot 39
4846,Strangers Grounds
4847,Colored Grounds
4848,Lot 215
4849,Lot 460
4850,
4851,Strangers Grounds
4852,Catholic ground
4853,Colored Grounds
4854,Lot 87
4855,Colored Grounds
4856,Lot 330
4857,Lot 172
4858,Lot 461
4859,
4860,Colored Grounds
4861,Strangers Grounds
4862,Colored Grounds
4863,Lot 212
4864,Lot 454
4865,Strangers Grounds
4866,Strangers Grounds
4867,Old graveyard
4868,
4869,Colored Grounds
4870,
4871,Mexican Grounds
4872,Lot 176
4873,
4874,Colored Grounds
4875,Lot 454
4876,Blank
4877,
4878,Lot 524
4879,Lot 474
4880,Blank
4881,Colored Grounds
4882,
4883,Lot 454
4884,Lot 473
4885,Strangers Grounds
4886,
4887,Lot 22
4888,Strangers Grounds
4889,Lot 474
4890,Lot 474
4891,Lot 508
4892,Lot 478
4893,Lot 506
4894,Strangers Grounds
4895,
4896,Blank
4897,Mexican Grounds
4898,Lot 273
4899,Lot 459
4900,Strangers Grounds
4901,Lot 269
4902,Colored Grounds
4903,Colored Grounds
4904,Lot 141
4905,
4906,Colored Grounds
4907,Colored Grounds
4908,Old graveyard
4909,Lot 248
4910,Strangers Grounds
4911,Lot 459
4912,Lot 370
4913,Colored Grounds
4914,
4915,Colored Grounds
4916,Colored Grounds
4917,Lot 461
4918,Old graveyard
4919,Strangers Grounds
4920,Lot 212
4921,Colored Grounds
4922,Strangers Grounds
4923,Colored Grounds
4924,Strangers Grounds
4925,Colored Grounds
4926,Lot 518
4927,
4928,Colored Grounds
4929,Lot 451
4930,
4931,Strangers Grounds
4932,Lot 206
4933,Strangers Grounds
4934,Old Grounds
4935,lot 453
4936,Colored Grounds
4937,Colored Grounds
4938,Catholic ground
4939,Colored Grounds
4940,Strangers Grounds
4941,Strangers Grounds
4942,Strangers Grounds
4943,lot 13
4944,Colored Grounds
4945,Colored Grounds
4946,Catholic ground
4947,Colored Grounds
4948,Colored Grounds
4949,
4950,
4951,Colored Grounds
4952,lot 459
4953,lot 336
4954,
4955,Colored Grounds
4956,Colored Grounds
4957,lot old graveyard
4958,Strangers Grounds
4959,lot 443
4960,Jewish yard
4961,lot 325
4962,Colored Grounds
4963,Colored Grounds
4964,
4965,Colored Grounds
4966,Old Grounds
4967,lot 191
4968,Colored Grounds
4969,Jewish ground
4970,Colored Grounds
4971,Colored Grounds
4972,lot 458
4973,Colored Grounds
4974,lot 409
4975,Colored Grounds
4976,lot 331
4977,
4978,
4979,Colored Grounds
4980,Colored Grounds
4981,lot 83
4982,Colored Grounds
4983,Colored Grounds
4984,Colored Grounds
4985,Strangers Grounds
4986,Colored Grounds
4987,Colored Grounds
4988,Catholic ground
4989,Catholic ground
4990,Colored Grounds
4991,lot 101
4992,Colored Grounds
4993,lot 505
4994,lot 456
4995,lot 365
4996,
4997,lot 406
4998,lot  191
4999,Colored Grounds
5000,
5001,lot 458
5002,lot 526
5003,lot 19
5004,lot 486
5005,Colored Grounds
5006,Old graveyard
5007,lot 459
5008,Catholic ground
5009,Colored Grounds
5010,Colored Grounds
5011,lot 160
5012,Colored Grounds
5013,lot 462
5014,
5015,lot 457
5016,Colored Grounds
5017,lot 462
5018,lot 457
5019,lot 71
5020,Colored Grounds
5021,Colored Grounds
5022,Old Grounds
5023,
5024,
5025,lot 42
5026,Colored Grounds
5027,Colored Grounds
5028,lot 325
5029,Strangers Grounds
5030,Colored Grounds
5031,Colored Grounds
5032,Colored Grounds
5033,
5034,Colored Grounds
5035,Colored Grounds
5036,Old Grounds
5037,Strangers Grounds
5038,lot 70
5039,lot 202
5040,Colored Grounds
5041,lot 436
5042,Colored Grounds
5043,lot 212
5044,Strangers Grounds
5045,Catholic lot
5046,Colored Grounds
5047,Colored Grounds
5048,lot 86
5049,lot 371
5050,lot 526
5051,Jewish ground
5052,Colored Grounds
5053,lot 412
5054,lot 184
5055,lot 13
5056,lot 44
5057,lot 215
5058,Colored Grounds
5059,Colored Grounds
5060,
5061,Colored Grounds
5062,Lot 355
5063,Strangers Grounds
5064,lot 477
5065,Strangers Grounds
5066,lot 184
5067,Catholic ground
5068,Blank
5069,lot 493
5070,lot 448
5071,lot 322
5072,Blank
5073,
5074,Colored Grounds
5075,
5076,Colored Grounds
5077,Blank
5078,Blank
5079,Blank
5080,
5081,Colored Grounds
5082,Colored Grounds
5083,Colored Grounds
5084,Blank
5085,
5086,Colored Grounds
5087,Colored Grounds
5088,Blank
5089,old graveyard
5090,Blank
5091,Blank
5092,Mexican Grounds
5093,Catholic ground
5094,Blank
5095,Blank
5096,Mexican Grounds
5097,Colored Grounds
5098,Blank
5099,Blank
5100,Blank
5101,Colored Grounds
5102,Blank
5103,Blank
5104,Blank
5105,lot 399
5106,Strangers Grounds
5107,Strangers Grounds
5108,Colored Grounds
5109,lot 212
5110,Colored Grounds
5111,Colored Grounds
5112,Catholic ground
5113,Blank
5114,Blank
5115,Colored Grounds
5116,
5117,Colored Grounds
5118,Strangers Grounds
5119,lot 217
5120,lot 212
5121,Mexican Grounds
5122,Strangers Grounds
5123,Blank
5124,Colored Grounds
5125,Blank
5126,lot 19
5127,lot 279
5128,Colored Grounds
5129,lot 347
5130,lot 424
5131,lot 372
5132,Colored Grounds
5133,Colored Grounds
5134,lot 157
5135,Old graveyard
5136,Colored graveyard
5137,Strangers Grounds
5138,
5139,lot 500
5140,
5141,
5142,lot 443
5143,Catholic ground
5144,Strangers Grounds
5145,Colored Grounds
5146,lot 448
5147,Strangers Grounds
5148,
5149,lot 500
5150,Colored Grounds
5151,Blank
5152,Colored Grounds
